Chinese gloss	English meaning	Guangdian Mien (Jiangdi)	Xiangnan Mien (Miaoziyuan)	Diangui Kim Mun (Liangzi)	Fanghai Kim Mun (Tansan)	Changping Mien [Biao Mon]	Luoxiang Mien	Daping Dzao Min	Dongshan Biao Min	Shikou Biao Min [Chao Kong Meng]	Niuweizhai Biao Min [Moxi]
天	sky	luŋ³¹	luŋ³¹	guŋ³³	guːŋ³³	ðuŋ³¹	guŋ³¹	vaŋ⁵³	lwə³¹	tʰjen³³	ɣɯ⁵³
地	earth	dau³³	dau³³	ni³¹	ni¹³	tei²²	tei¹³	a⁴⁴nɛi⁴⁴	dəi²⁴	ti¹²	ŋwjei³³
太阳	sun	bu³¹n̥oːi³³	nui³¹nwa³³	bu³³noi³¹	buː³³nɔːi³³	bə³¹nwai³³	pa³¹n̥ɔi³³	a⁴⁴nai⁴⁴	n̥i⁴²tau³¹	mwə³³nwei³³	nwai³³
月亮	moon	ɬa²⁴	a³⁵gjaŋ³³	la²¹	la³³¹	la⁵⁵	la⁵⁵	lɔu²²kɔu²⁴	la²⁴gwaŋ³³	lu⁴⁴kɔŋ³³	lɔu⁴⁴kjaŋ³³
星星	star	ɬei²⁴	ɬei³⁵	tθiŋ³⁵tau⁵⁴⁵	θiŋ³⁵	ðei⁵⁵	gei⁵⁵	hɔu⁴⁴hɛŋ⁴⁴	ɕɛ³³tsaŋ³⁵	sjaŋ³²	hɣɯi⁴⁴
虹	rainbow	tɕuŋ³³	kɔŋ³⁵	kuŋ³³kaŋ⁴⁴	kuŋ³³kaːŋ³³⁵	han²²ðəŋ³¹	pun¹¹guŋ³¹	tuŋ⁵³ŋaŋ⁴⁴tsu²⁴	klə³³	hɔŋ⁵⁵	kaŋ³³
云	cloud	mou¹³	məu¹¹	van⁴⁴	bɔn³³⁵	boːn³⁵	bwən³⁵	vɔn⁴²	hwan²⁴	vɛŋ⁴⁴	ɣɯ⁵³jəŋ⁵³
雾	fog	mou¹³	məu¹¹	baŋ²²dai⁵⁴⁵	buŋ³²daːi⁵⁵	vəm³³mau²²	vjen²¹muŋ²¹³	mu²²	ɕi⁵³mɔŋ⁴²	ŋɔŋ⁵⁵leu¹³fu³¹	mɔŋ³¹
风	wind	dzjaːu²⁴	dzja³⁵	ȡaːu⁴⁴	ȡaːu³³⁵	dzjau³⁵	dʑau³⁵	dzau⁴²	hja²⁴	jau⁴⁴	hja⁴⁴
雨	rain	bjuŋ¹³	buŋ¹¹	buŋ²²	buŋ³²	bloŋ²²	bluŋ¹¹	a⁴⁴biŋ²²	blə⁴²	pljɔŋ¹³	pɣɯ³¹
雪	snow	bwan²⁴	bwaŋ³⁵	van⁴⁴	bɔn³³⁵	bwən³⁵	bwən³⁵	ban⁴²	bin²⁴	pən⁴⁴	pwən⁴⁴
雹子	hailstone	po¹²	pɔ²¹	pjau²²	ʔpjɔ³³⁵	po²¹	ja³²plɔ³²	ban⁴²pɔu²²	bin²⁴pʰɔ⁴²	la³¹plɔu⁵⁵	pʰɔ⁵³
冰	ice	bwan²⁴	bwəŋ³⁵	kat²¹	bɔn³³⁵	θɔŋ³⁵tiŋ³³	bwən⁵⁵	ban⁴²	bin²⁴	ȵaŋ³¹dɔŋ⁴⁴	pwən⁴⁴
霜	frost	soːŋ³³	sɔŋ³³	tθɔŋ³¹	θɔːŋ¹³	θɔŋ³³	ɕɔŋ³³	sɔŋ⁴⁴	sɔ³³	ba⁵⁵sjɔŋ³³	ɕɔ³³
露	dew	bjuŋ¹³suːi⁵²	buŋ¹¹swei⁵³	buŋ²²wam³⁵	kja³³⁵vɔm³⁵	kja³⁵	ka³⁵	ta⁴²m̩²⁴	kla³⁵ən³³	sjɔŋ³³ɕi³⁵	ɕɔ³³wən³³
雷	thunder	bwo²³¹	bu³¹kəu⁵³	bu³³kɔŋ³⁵	bu³³kɔːŋ³⁵	bu³³	bu³³	bjau⁴⁴kɔŋ⁴⁴	lwəi³¹	dœn⁵⁵bu⁴⁴	pɯ⁵³kɔŋ³³
闪电	lightning	bwo²³¹liːŋ⁵³	gja²¹bu³³liŋ¹¹	buŋ³³bit²¹tou³²	buŋ³³biːt³²ʔtɔu²¹	ðja²¹ðin²²	gap³²giŋ¹¹	bjau⁴⁴mai²²	hjan⁴²kwai³⁵	fe³³tjen¹³	
河	river	swaŋ³³	swəŋ³³	waŋ⁴⁴	vaːŋ³⁵	daːi³¹	ɕwəŋ³³	a⁴⁴dɔi⁵³	da³¹	twei⁵⁵	tai⁵³
海	sea	kʰoːi⁵²	kʰwa⁵³	kɔi⁴³	kʰɔːi⁴²	haːi³¹	kʰɔi⁵³	a⁴⁴hɔi²⁴	kʰwai³⁵	kai³⁵	kʰwai³⁵
湖	lake	hu³¹	hu³¹	wam³⁵dɔm³¹	dam³¹dɔ³²	hu³¹	tʰɔm¹¹glaːŋ³¹	vu²⁴	hu⁴²	həu⁵⁵	fu⁵³
水塘	pond	dʑaːŋ³¹	gaŋ³¹	wam³⁵dlaŋ¹³	glaːŋ³³	wəm³³glaːŋ³¹	glaːŋ³¹	a⁴⁴gɔŋ⁵³	glaŋ³¹	vən³³tœn³¹	kɣaŋ⁵³
水	water	wam³³	wəŋ³³	wam³⁵	wɔm³⁵	wəm³³	wəm³³	m̩²⁴	ən³³	vən³³	wən³³
洪水	flood	lu¹³wam³³	lu¹¹wəŋ³³	wam³⁵lu³¹	wɔm³⁵lu¹³	bə¹¹lau²²	wəm³³lou¹¹	m̩²⁴sjɛ⁴⁴	waŋ³¹ən³³	dœn⁵⁵vən³³	tan⁵³wən³³
水井	well (water)	wam³³tsiːŋ⁵²	wəŋ³³tsiŋ⁵³	wam³⁵tθiːŋ⁵⁴⁵	wɔm³⁵θiŋ⁵⁵	wəm³³θiŋ⁵³	wəm³³θiŋ⁵³	m̩²⁴tɛŋ²⁴	tɕɛ³⁵	vən³³tsjaŋ³⁵	wən³³fjɯ⁴³⁵
水沟	ditch	wam³³tswan²⁴	wəŋ³³tswəŋ³⁵	wam³⁵pui³⁵	wɔm³⁵kjau⁵⁵	wəm³³tswəm³⁵	wəm³³tɕwən³⁵	m̩²⁴ku⁴⁴	ən³³kʰlɛ³³	vən³³tɕen³³	wən³³tɕən⁴⁴
水坝	dam, dike	wam³³puːi³³	wəŋ³³pui³³	wam³⁵tɔŋ²²	wɔm³⁵ʔpɛːi³³	pei³³	pei³³	a⁴⁴bi⁴⁴	ȵwan³⁵	bwei³³	bei³³
小溪	creek	si²¹jaŋ²⁴	swəŋ³³twaŋ³³	daŋ⁴³sun⁵⁴⁵	wɔm³⁵kjɛːn³⁵	wəm³³vaŋ⁵⁵	ɕwəŋ¹¹twən³³	dɔi⁵³dan⁴⁴	kʰlɛ³³	twei⁵⁵dən³³	
火	fire	tou²³¹	təu²³²	tou³²	ʔtɔu³¹	tau¹²¹	tou²¹³	a⁴⁴tu⁴⁴	təu⁴²	teu³¹	tʰu⁴³³
火苗	flame	tou²³¹bjet¹²	təu²³²bje²¹	tou³²bjet²¹	ʔtɔu³¹bjɛːt³²	tau¹²¹blet²¹	tou²¹³bjap³²	tu⁴⁴bɛt²²	tʰəu⁵³blin⁴²	teu³¹pje³¹	tʰu⁴³³pʰɣe⁵³
火烟	smoke	tou²³¹sjou²⁴	təu²³²sjəu³⁵	tou³²sou²¹	ʔtɔu³¹ɕɔu³¹¹	tau¹²¹om³³	tou²¹³ɕeu⁵⁵	tu⁴⁴ɛn⁴⁴	təu⁴²jɛn³³	teu³¹ɕɔu⁴⁴	tʰu⁴³³ɕəu⁴⁴
火灰	ashes	saːi⁵²	swa⁵³	tou³²sai⁴³	ʔtɔu³¹ɕaːi⁴²	θwai⁵³	ɕwai⁵³	a⁴⁴sɔi²⁴	swai³⁵	teu³¹ɕi¹³	swei³⁵
火炭	charcoal	tou²³¹tʰaːn²⁴	təu²³²tʰaŋ³⁵	tou³²tan²¹	ʔtɔu³¹tʰaːn³³¹	tau¹²¹tʰaːn⁵⁵	tou²¹³tʰaːn³⁵	tu⁴⁴hɔn⁴²	tʰəu⁵³tʰan²⁴	teu³¹tɕɔŋ³⁵	tu⁵³tʰan⁴⁴
山	mountain	tɕiːm³¹	kəŋ³¹	kjeːm³³	kiːm³³	kjəm³¹	kem³¹	a⁴⁴kui⁴²	dən³¹	kleŋ⁵⁵	kɣeŋ⁵³
崖	cliff	bɛːŋ²⁴			gjaːu³⁵bɛːŋ³³⁵	beŋ³⁵	bɛŋ³⁵	a⁴⁴bɛŋ⁴²	bɛ³⁵	heŋ³⁵	
石头	stone	lai³¹pjei⁵²	lau³³pei⁵³	gjau³⁵pjei⁵⁴⁵	gjaːu³⁵ʔpjɛi⁵⁵	ðau³³plei⁵³	gau³³	dzu⁴⁴pɛi²⁴	lau³³pli³⁵	lɔu³³pli³⁵	ɣau³³pɣui³⁵
洞	cave	kʰot⁵⁵	kʰwə⁵⁴	kɔt⁵⁴	kʰɔːt¹²	kʰwət⁵⁴	kʰot⁵⁴	a⁴⁴sin⁴⁴	kʰwan⁵³	kʰwɛ³⁵	kʰwə⁵⁵
田	field	liːŋ³¹	liŋ³¹	giŋ³³	giːŋ³³	ðiŋ³¹	giŋ³¹	ljaŋ⁵³	lje³¹	ljaŋ⁵⁵	ɣɯ⁵³
山坡	hillside	tɕei³¹tsoːŋ³³	bjəŋ³⁵	ȶɔŋ³⁵	bɔu³³⁵	kjəm³¹plau²²	kem³¹twən³³	a⁴⁴bjaŋ²²	dəu³⁵dəu³⁵	kleŋ⁵⁵pjɛ³³	tɕɔ⁴⁴
泥	mud	nje³³	ȵe³³	ni³¹	ni¹³	ni²²	ni¹¹	a⁴⁴nɛi⁴⁴	n̥i³³	ŋe³³	ŋwjei³³
路	road	tɕau⁵²	kau⁵³	kjau⁵⁴⁵	kjau⁵⁵	kjau⁵³	kjau⁵³	a⁴⁴tsu²⁴	kla³⁵	klɔu³⁵	kɣau³⁵
桥	bridge	tɕou³¹	tɕəu³¹	ȶou³³	ȶɔu³³	kjau³¹	tɕou³¹	a⁴⁴ku⁵³	ȶəu³¹	tɕiu⁵⁵	kjəu⁵³
坟墓	grave	tsou⁵²	tsəu⁵³	tθou⁵⁴⁵	θɔu⁵³	θau⁵³	θou⁵³	a⁴⁴pun⁵³	tsəu³⁵	tseu³⁵	tsu³⁵
尘土	dust	nje³³buŋ³³	buŋ³³tsjəŋ³¹	ni³¹	ni¹³buŋ¹³	ni²²boŋ³³	ni¹¹bwən³³	a⁴⁴sɔi²⁴	mən²⁴dʑin⁴²	pʰɔŋ³³tsaŋ³³	ŋwjei³³pʰuŋ³³
金	gold	tɕom³³	tɕəŋ³³	sam³⁵	ɕam³⁵	kjəm³³	tɕem³³	kɛm³³	ȶan³³	tɕan³³	tɕwan³³
银	silver	ȵaːn³¹	ȵwaŋ³¹	ȵaːn³³	ȵaːn³³	ȵwan³¹	ȵwan³¹	ȵan⁵³	ȵan³¹	ȵun⁵⁵	ȵwan⁵³
铜	copper	toŋ³¹	toŋ³¹	tɔŋ³³	ʔtɔːŋ³³	təŋ³¹	toŋ³¹	a⁴⁴tuŋ⁵³	tɔŋ³¹	dɔŋ⁵⁵	tɔŋ⁵³
铁	iron	ɬje⁵⁵	ɬje⁵⁴	gja²¹	gja¹²	ðja⁴⁵	gja⁴³	a⁴⁴ljɛ⁴⁴	ɬja⁵³	lja³⁵	hɣa⁵⁵
锡	tin	fi⁵⁵	fei⁵⁴	tθɛ²⁴	θɛ³⁵	θe⁵⁴	θe⁴³		ɕi⁵³	sja²²	si⁵⁵
年	year	ȵ̥aŋ²⁴	ȵ̥aŋ³⁵	ȵaŋ²¹	ȵaŋ³³¹	ȵaŋ⁵⁵	ȵaŋ⁵⁵	ȵaŋ⁴²	ȵ̥aŋ²⁴	ȵaŋ⁴⁴	ȵaŋ⁴⁴
月	month	ɬa²⁴	ɬa³⁵	la²¹	la³³¹	la⁵⁵	la⁵⁵	ŋou⁴²	ɬa²⁴	lu⁴⁴	la⁴⁴ȵa³¹
天(日)	day	n̥oːi³³	n̥wa³³	nɔi³¹	nɔːi¹³	nwai³³	n̥ɔi³³	nai⁴⁴	n̥wai³³	nwei³³	nwai³³
