No.	Chinese gloss	English gloss	Proto-Hlai	Pre-Hlai	Hlai subgroup reconstructions	Jiamao
1841	削	peel	*C-lɯnɦ	*C-lɯnɦ		[luːt⁷]
1842	削	peel			NECHl *C-ləːnɦ	
1843	消除	eliminate	*fʰut	*fut		pʰok⁷
1844	小	small			GHl *ʔinɦ	təːk⁸
1845	小	small			CHl *hnok	
1846	小姑子	husband’s sister	*hruːŋ	*ruːŋ		
1847	小姑子	husband’s sister	*hjuː	*juː		[fiː⁴]
1848	小孩	child	*hlɯːk	*lɯːk		ɬiək⁸
1849	小孩	child			Qi *ɗiʔ	
1850	小孩	child	*C-lik	*C-lik		[lat⁷]
1851	小米	millet	*fʰaːŋʔ	*faːŋʔ		pɯa¹
1852	小腿	calf (of leg)	*hrjinʔ	*Cirinʔ		tsin⁴
1853	小姨子	wife’s younger sister	*hruːŋ	*ruːŋ		
1854	小姨子	wife’s younger sister			GHl *hjəwʔ	[miː⁴]
1855	笑	laugh	*hrjaːw	*Ciraːw		tsuː⁴
1856	斜靠	recline	*Cuŋaː	*Cuŋaː		[ʔua⁵]
1857	鞋子	shoes	*kəːmʔ	*Cəʔgəːmʔ		[ləm⁵]
1858	寫	write, draw			GHl *tʰaːjʔ	
1859	寫	write, draw			NECHl *hwaːjʔ	
1860	洩氣	discouraged	*fʰiwɦ	*fiwɦ		
1861	心	heart			GHl *Cuɦəːk	
1862	心臟	heart (body)			GHl *hlaːwʔ	tsʰiaːw¹
1863	新	new	*hmaːn	*maːn		[ɬaw⁴]
1864	新	new			CHl *C-nəwʔ	
1865	囟門	fontanel	*ʋɯnɦ	*C-bɯnɦ		[naː⁵]
1866	囟門	fontanel			NECHl *hwuː	
1867	星星	star	*ɾaːw	*C-[d/ɖ]aːw		[tsap⁷tsin⁵]
1868	腥	smelly	*ɦaːj	*C-ɣaːj		huəj⁴
1869	腥	smelly			NCHl *Ciɦəːj	
1870	腥	smelly	*kʰaːw	*[k/x]aːw		huː¹
1871	醒	awaken	*hlɯːn	*lɯːn		[tsʰeːt⁹]
1872	醒	awaken			CHl *pʰuj	
1873	凶兆	bad omen	*hwiːn	*wiːn		viːn¹
1874	胸膛	chest	*fʰənʔ	*fənʔ		pan¹[tsaj⁴]
1875	熊	bear	*C-muj	*C-muj		muj⁴
1876	休息	rest			GHl *ʈʂhɯːk	[ʔaːw¹]
1877	休息	rest			Qi *tçɯː	
1878	休息	rest			Run *kʰuːɦ	
1879	修理	fix	*ɾiːmɦ	*C-[d/ɖ]iːmɦ		
1880	修理	fix			NECHl *ɓiːn	
1881	袖子	sleeve	*kʰiːn	*[k/x]iːn		[tɯːn¹]
1882	袖子	sleeve	*ʋ[e]ːŋʔ	*C-b[ɛ]ːŋʔ		voː⁴
1883	蓄水	retain water	*C-luŋ	*C-luŋ		[ŋat⁷]
1884	蓄水	retain water			CHl *C-ləːŋ	
1885	旋轉	turn	*hŋaːjʔ	*ŋaːjʔ		[van¹]
1886	選擇	choose			GHl *hləɲ	tsɔn⁴
1887	癬	ringworm			ECHl *C-leːmɦ	leːm⁵
1888	癬	ringworm			NECHl *kuːŋʔ	
1889	血	blood	*hlaːc	*laːc		ɬuət⁸
1890	燻肉	smoke meat	*[ʈʂ/tç]huːɦ	*[ʈ/c]uːɦ		haːŋ¹
1891	燻肉	smoke meat			Qi *Cuɦəːn	
1892	尋找	search	*k[e]ːk	*Cəʔg[ɛ]ːk		[liəw²]
1893	尋找	search			NWCHl *ɾɯt	
1894	尋找	search			NECHl *tʰaːwɦ	
1895	壓	press	*[ʈʂ/tç]həːt	*[ʈ/c]əːt		[kəm⁵]
1896	壓	press			NWCHl *tçʰəːn	
1897	鴨	duck			CHl *ɓit	ɓet⁷
1898	牙齒	tooth	*fʰjən	*Civən		tsʰaŋ¹
1899	芽	bud, shoot	*ʈʂhaː	*ʈaː		[tɔk⁷]
1900	芽	bud, shoot			NWCHl *ɾəːŋ	
1901	啞	dumb, mute	*C-ŋom	*C-ŋom		ŋɔːm¹
1902	烟	smoke (tobacco)	*h[l]jɯːk	*[Cil/j]ɯːk		tsoː¹
1903	烟	smoke (tobacco)			CHl *hjaː	
1904	烟	smoke (tobacco)			NCHl *Cuɦəːn	
1905	烟子	soot	*ɗiːk	*Cəʔdiːk		tiː²
1906	淹	flood	*ʋəc	*C-bəc		[muan⁴]
1907	閹	castrate	*ɗɯːn	*Cəʔdɯːn		ɬɯŋ⁴
1908	腌	pickle			GHl *C-məːŋ	mɔːŋ⁵
1909	腌	pickle			Run *C-moŋɦ	
1910	沿著	along	*C-niːnʔ	*C-niːnʔ		
1911	沿著	along			NWCHl *Cuhruː	
1912	鹽	salt	*C-ɲaːwʔ	*C-ɲaːwʔ		nɔːw⁴
1913	猿	ape	*Cuɾiː	*Cu[d/ɖ]iː		[viən⁴vɯat⁹]
1914	眼睛	eye	*ʈʂhaː	*ʈaː		tow¹
1915	眼淚	tears	*C-nəmʔ	*C-nəmʔ		naːm¹
1916	眼淚	tears	*ʈʂhaː	*ʈaː		tow¹
1917	秧	seedling	*fʰjən	*Civən		tsʰan¹
1918	羊	sheep	*hjaːŋ	*jaːŋ		tsɯːʔ⁷
1919	仰	face upward	*C-laː	*C-laː		[tsaːm⁴]
1920	仰望	look up at			CHl *hŋəɰʔ	ŋəj⁴
1921	癢	itch			GHl *kʰom	kʰam¹
1922	腰	waist	*Ciɦəw	*Ciɣəw		[ɬam²]
1923	腰	waist			Meifu *ɦəw	
1924	腰	waist	*Ciɦaːɦ	*Ciɣaːɦ		zow⁴
1925	腰	waist			NWCHl *tçʰɯn	
1926	妖怪	monster			GHl *hwəːt	vɯat⁹
1927	妖怪	monster			CHl *ʈʂhəːj	
1928	妖怪	monster			GHl *ʔɯːŋ	[ʔuəj¹]
1929	搖	shake	*hɲoŋɦ	*ɲoŋɦ		ɲuəŋ⁴
1930	搖籃	cradle	*ʔuː	*ʔuː		ʔəːj¹
1931	咬	bite			GHl *hŋaːɲʔ	ɗaːn¹
1932	舀	ladle	*ɗok	*Cəʔdok		ɗɔːk⁹
1933	舀	ladle			NCHl *kʰəwʔ	
1934	舀	ladle			Run *Cuʔəːk	
1935	舀	ladle			CHl *ɓə:k	[hiːw¹]
1936	藥	medicine	*hjaː	*jaː		tsoː¹
1937	要	want	*ɗɯː	*Cəʔdɯː		lɔː⁵
1938	鷂鷹	hawk	*hrinɦ	*rinɦ		[pʰat⁷]
1939	椰子	coconut	*Ciʔunɦ	*Ciʔunɦ		[pɔː⁵tsʰuək⁷]
1940	椰子	coconut			NECHl *hj[a]ːŋɦ	
1941	也	also	*C-ŋəɲ	*C-ŋəɲ		
1942	野雞	pheasant	*kʰəj	*[k/x]əj		kʰaj¹
1943	野雞	pheasant	*sʰuːn	*suːn		tsʰuən¹
1944	野貓	wildcat	*C-miːwɦ	*C-miːwɦ		[ɲaːw⁵]
1945	野貓	wildcat			GHl *sʰuːn	tsʰuən¹
1946	野薯	yam	*Cuŋaː	*Cuŋaː		ŋow¹
1947	野薯	yam			NWCHl *hŋwəːj	
1948	野薯	yam	*C-muːŋ	*C-muːŋ		mɔːn¹tsʰuən¹
1949	野薯	yam			Run *C-mən	
1950	野性	wilderness	*hljiːw	*Ciliːw		tsiːw⁴
1951	野豬	wild boar	*C-ləc	*C-ləc		[pəj⁴tsʰuən¹]
1952	葉子	leaf	*ɓɯː	*Cəʔbɯː		piː¹
1953	夜盲	night-blind	*ɾom	*C-[d/ɖ]om		pɯː¹
1954	夜盲	night-blind			Qi *hmɯːŋʔ	
1955	夜盲	night-blind			CHl *ʈʂhaː	tow¹
1956	夜盲	night-blind			CHl *kʰəj	kʰaj¹
1957	腋	armpit			GHl *kʰaː	[taw¹]
1958	腋	armpit			CHl *tçʰuːŋʔ	
1959	腋	armpit	*C-ŋiːʔ	*C-ŋiːʔ		[tsəːj⁴]
1960	一	one	*tçʰɯːʔ	*[c/ç]ɯːʔ		
1961	一	one	*Cɯ[ʔ/ɦ]			kɯ²
1962	一起	together	*ɓɯːɦ	*Cəʔbɯːɦ		[paːk⁹]
1963	一十	group of ten	*hmun	*mun		lem¹puŋ⁴
1964	醫治	heal	*hjaː	*jaː		
1965	依靠	lean on			GHl *C-məːŋɦ	[ʔua²kʰaw¹]
1966	姨父	mother’s elder sister’s husband	*[ʈʂ/tç]hejʔ	*[c/ç]əjʔ		tsʰaːj¹
1967	姨父	mother’s elder sister’s husband	*fʰɯː	*fɯː		paː¹
1968	姨母	father’s younger sister	*hŋiːn	*ŋiːn		ŋiən²
1969	姨母	mother’s elder sister	*hmiː	*miː		[fiː⁴]
1970	已經	already	*ɓaːjʔ	*Cəʔbaːjʔ		
1971	已經	already	*ɓəːjʔ	*NECHlː		
1972	溢	overflow	*ɓaːɦ	*Cəʔbaːɦ		pɔː¹
1973	溢	overflow			Run *ʋaːɦ	
1974	陰	cloudy	*C-ŋɯːm	*C-ŋɯːm		kum⁴
1975	陰	cloudy			CHl *hŋomʔ	
1976	陰	cloudy			NCHl *C-ŋomʔ	
1977	銀	silver	*hŋən	*ŋən		kuən⁴
1978	銀元	silver coin	*hŋən	*ŋən		kuən⁴
1979	銀元	silver coin	*kʰaːw1	*[k/x]aːw1		
1980	引	to lead	*C-ɦuɲ	*C-ɣun		luəj²
1981	引	to lead			ECHl *hrujʔ	
1982	引火	ignite	*tçip	*Cəʔɟip		[ɲin²]
1983	引火	ignite			CHl *C-ŋaːnʔ	
1984	引誘	tempt	*C-lok	*C-lok		
1985	引誘	tempt			CHl *C-luːk	
1986	鸚鵡	parrot (green)	*ɗeːwɦ	*Cəʔdɛːw		
1987	鸚鵡	parrot (black)	*tçuːŋɦ	*Cəʔɟuːŋɦ		tsuaŋ⁵
1988	鷹	eagle	*C-ŋaːw	*C-ŋaːw		[vej²]
1989	螢火蟲	firefly	*kuːc	*Cəʔguːc		
1990	螢火蟲	firefly	*lip	*C-lip		[tsap⁹]
1991	螢火蟲	firefly			GHl *C-ləŋʔ	[tsin⁵]
1992	螢火蟲	firefly			CHl *C-laːj	
1993	影子	shadow	*[ʋ/hw]ɯː	*[C-b/w]ɯː		[tɯa¹]
1994	影子	shadow			Qi *hjəwʔ	
1995	影子	shadow			NCHl *Ciɦəːwʔ	
1996	硬	hard	*tçʰəːnʔ	*[c/ç]əːnʔ		[ləːw⁴]
1997	游泳	swim	*m-liː	*m-liː		[lɔn¹]
1998	有	have	*tçuːɦ	*Cəʔɟuːɦ		
1999	有	have	*ɗuːk	*Cəʔduːk		tɔk⁹
2000	有	have			Run *ɗəːk	
2001	又	again	*C-lomʔ	*C-lomʔ		
2002	又	again			NECHl *C-ləmʔ	
2003	右	right	*pʰəjʔ	*pəjʔ		pʰaːj⁵
2004	右	right			Run *fʰ[a]ːŋ	
2005	右	right			CHl *hninɦ	[pet¹⁰]
2006	柚子	pomelo	*ɓom	*Cəʔbom		ɓuəŋ⁵
2007	瘀血	bruise			GHl *[ʈʂ/tç]həmʔ	[ʔjaːm¹]
2008	瘀血	bruise			GHl *hlaːc	ɬuət⁸
2009	魚	fish	*hlaː	*laː		ɬow⁴
2010	魚籠	fish cage	*C-liːk	*C-liːk		[ɓaːw¹]
2011	魚鰭	fins	*hwik	*wik		[pʰiː⁵]
2012	雨	rain			GHl *fʰun	pɔŋ¹
2013	語言	language	*tʰun	*tun		[ɗat⁹]
2014	玉米	corn			Qi *fʰ[a]ːŋʔ	
2015	玉米	corn			CHl *tçaːjʔ	[mɯaj¹]
2016	芋頭	taro	*hraːk	*raːk		kɯː⁵
2017	圓	round	*Cuɦom	*Cuɣom		[laːw¹]
2018	圓	round			NCHl *Cuʔom	
2019	遠	far	*C-ləj	*C-ləj		laj¹
2020	願意	willing	*ɗ[e]ːŋ	*Cəʔd[ɛ]ːŋ		
2021	月	month	*C-ɲaːn	*C-ɲaːn		nuən¹
2022	月初	beginning of month	*Cuhrəwʔ	*Curəwʔ		nuən¹
2023	月初	beginning of month	*C-ɲaːn	*C-ɲaːn		
2024	月亮	moon	*C-ɲaːn	*C-ɲaːn		nuən¹
2025	岳父	father-in-law	*pʰaːʔ	*paːʔ		
2026	岳父	father-in-law	*hnəːŋ	*nəːŋ		[tsʰaːj¹]
2027	岳母	mother-in-law	*hmiːʔ	*miːʔ		
2028	岳母	mother-in-law	*hnəːŋ	*nəːŋ		[ŋiən²]
2029	雲	cloud			CHl *ɗ[a]ːk	
2030	雲	cloud			GHl *fʰaːʔ	pow¹
2031	孕穗	rice plant with seed	*C-miːnʔ	*C-miːnʔ		miːn¹
2032	扎	tie tightly	*sʰiːɦ	*siːɦ		[ləːw⁴]
2033	扎	tie tightly			Qi *fʰəːt	
2034	扎	tie tightly			NWCHl *C-ŋəːnʔ	
2035	宰	slaughter	*[C-]miːk	*C-miːk		[tsɛː²]
2036	宰	slaughter			CHl *ɦəwʔ	
2037	咱們	we (incl.)	*hruː	*ruː		[tej¹]
2038	贊揚	praise	*hwəj	*wəj		[tsəŋ⁴]
2039	鑿子	awl	*ɓənɦ	*Cəʔbənɦ		[tsʰiːw⁵]
2040	早	early	*kaːwʔ	*Cəʔgaːwʔ		[puət⁸]
2041	早晨	morning			GHl *kaːwʔ	[ziaw⁴]
2042	早晨	morning	*ɗom	*Cəʔdom		[hɔm⁴]
2043	早晨	morning			NCHl *hwaːnʔ	
2044	灶	stove	*tçʰiːn	*ciːn		tsʰiːn¹
2045	灶	stove	*sʰuːʔ	*suːʔ		tsʰaːw¹
2046	賊	thief	*ɓuj	*Cəʔbuj		fuj⁴
2047	怎樣	how			GHl *ɗuŋ	leŋ⁵
2048	怎樣	how	*ɾaː	*C-[d/ɖ]aː		laːj⁴
2049	曾祖父	paternal great grandfather	*pʰut	*put		[pəːw⁴tuən⁴]
2050	曾祖母	paternal great grandmother	*tçɯt	*Cəʔɟɯt		[tsə²tuən⁴]
2051	增加	increase			GHl *C-maː	
2052	渣滓	dregs			GHl *ɗ[a]ːk	tɯː⁵
2053	搾	handspan	*Cuɦɯp	*Cuɣɯp		hɔːp⁸
2054	眨眼	wink			GHl *C-lip	liap⁷
2055	眨眼	wink			Run *C-ɲiːp	
2056	蚱蜢	grasshopper	*hmiːʔ	*miːʔ		ʔet⁷laːw³
2057	蚱蜢	grasshopper	*kit	*Cəʔgit		[luj⁵]
2058	蚱蜢	grasshopper			CHl *hnɯːk	
2059	摘	to pick	*ɾuː	*C-[d/ɖ]uː		luː⁴
2060	摘	to pick			GHl *C-luːʔ	
2061	摘	to pick			NWCHl *hŋ[a]ːk	
2062	摘	to pick			Run *ɾɯə	
2063	窄	narrow	*ɓiːp	*Cəʔbiːp		[viːn⁵]
2064	粘	stick			GHl *kʰaːt	[kʰan⁵]
2065	站	stand	*tçuːn	*Cəʔɟuːn		tsʰuːn¹
2066	張	flat clf.	*ʋənʔ	*C-bənʔ		viən⁴
2067	長大	grow up	*C-luŋ	*C-luŋ		loː¹
2068	招待	serve	*ɗaːjɦ	*Cəʔdaːjɦ		ɗaːj⁵
2069	招待	serve			Run *[ʈʂ/tç]hɯːʔ	
2070	著火	catch fire	*tʰəŋ	*təŋ		[nɯən⁴]
2071	照料	take care of	*ʔuːŋɦ	*ʔuːŋɦ		[luːj²]
2072	螫	sting	*[ʈʂ/tç]həːŋʔ	*[ʈ/c]əːŋʔ		[ɗaːn⁴]
2073	螫	sting			Run *C-ɲəj	
2074	遮羞布	underwear	*fʰiːnɦ	*fiːnɦ		piən¹
2075	遮蓋	cover (tracks)	*fʰəːŋɦ	*fəːŋɦ		[tiəm⁵]
2076	遮蓋	cover (tracks)			NCHl *hmiːŋɦ	
2077	折樹枝	bend (branch)			GHl *C-ŋuːt	[pua⁵]
2078	折樹枝	break (branch)	*tçʰəːk	*[c/ç]əːk		
2079	折樹枝	break (branch)			Run *tçʰiːk	
2080	折疊	fold	*C-muːn	*C-muːn		maːn¹
2081	這	this	*C-niːɦ	*C-niːɦ		nɛj⁵
2082	這樣	this way	*ɗuŋ	*Cəʔduŋ		[leŋ⁵]
2083	這樣	this way	*C-niːɦ	*C-niːɦ		nɛː⁵
2084	鷓鴣	partridge (Francolinus pintadeanus)	*tʰaːnʔ	*taːnʔ		ɗaːn⁵
2085	針	needle	*hŋuc	*ŋuc		kuət⁸
2086	真	true			CHl *ɗət	[paːt⁹]
2087	砧板	chopping block			CHl *tʰimɦ	[taːŋ¹]
2088	斟	pour out	*tçoːɦ	*Cəʔɟoːɦ		[ɬɔm²]
2089	枕	rest head	*Cuŋaːn	*Cuŋaːn		ŋuən¹
2090	枕頭	pillow	*Cuŋaːn	*Cuŋaːn		ŋuən¹
2091	枕頭	pillow	*Cuhrəwʔ	*Curəwʔ		kiːw¹
2092	爭奪	compete for	*C-ɲaːw	*C-ɲaːw		[kiəp⁷]
2093	睜眼	open eyes			GHl *C-ləŋʔ	ləːŋ¹
2094	蒸	steam	*Ciʔunɦ	*Ciʔunɦ		tsun¹
2095	蒸	steam			Meifu *ʔunɦ	
2096	正面	front			GHl *hrəːm	[haj²]
2097	正面	front	*ɗəŋ	*Cəʔdəŋ		[mɯa⁵]
2098	正午	high noon	*ʈʂhaː	*ʈaː		
2099	正午	high noon	*hməjʔ	*NCHl		
2100	正午	high noon	*hŋwən	*ŋwən		[ɗuən⁵]
2101	正午	high noon			GHl *ɗəŋɦ	
2102	支	pen clf.	*pʰuːnʔ	*puːnʔ		ɓuən¹
2103	隻(雞)	chicken clf.	*C-ləŋ	*C-ləŋ		tɔŋ¹
2104	隻	livestock clf.	*hmən	*mən		puən⁴
2105	芝麻	sesame	*hŋɯː	*ŋɯː		[tiaw⁴]
2106	芝麻	sesame			Qi *hɲɯːn	
2107	枝	branch	*kʰaː	*[k/x]aː		kʰow¹
2108	知道	know	*kʰuːŋ	*[k/x]uːŋ		[min⁴]
2109	知道	know			Meifu *kʰuŋ	
2110	知道	know	*Cuhrɯː	*Curɯː		[ɗuəj⁵]
2111	知道	know			CHl *hmɯːʔ	
2112	織	weave (fabric)	*Cuʈʂhɯːk	*Cuʈɯːk		taːk⁹
2113	織	weave (net)	*kʰuːt	*[k/x]uːt		[tsʰaː¹]
2114	織布機	loom	*ʈʂhəj	*ʈəj		tsʰaj¹
2115	織布機	loom	*Cuʈʂhɯːk	*Cuʈɯːk		taːk⁹
2116	指	point	*sʰɯːʔ	*sɯːʔ		tsej¹
2117	指	point			Meifu *sʰɯː	
2118	指甲	fingernail	*C-liːp	*C-liːp		lep⁷
2119	蜘蛛	spider			ECHl *[ʈʂ/tç]həp	tam¹
2120	蜘蛛	spider			ECHl *sʰəp	
2121	蜘蛛	spider			ECHl *[ʈʂ/tç]hiː	taːj⁵
2122	蜘蛛	spider			ECHl *sʰaːjɦ	
2123	蜘蛛	spider			ECHl *kʰomʔ	
2124	蜘蛛	spider			NECHl *kʰəw	
2125	蜘蛛	spider			CHl *kʰuːŋ	
2126	直	straight	*C-muːc	*C-muːc		kɯŋ⁵
2127	直	straight			ECHl *kɯŋɦ	
2128	侄	nephew			GHl *ɬɯːk	ɬiək⁸
2129	侄	nephew	*fʰɯː	*fɯː		paː¹
2130	只	only	*C-ɲəːŋ	*C-ɲəːŋ		
2131	紙	paper	*tçʰiəʔ	*[c/ç]iəʔ		
2132	雉	pheasant			GHl *fʰaː	fow¹
2133	中間	middle	*tʰom	*tom		
2134	中間	middle			Run *tçɯː	
2135	腫	swell	*ʔun	*ʔun		fun⁴
2136	種	a kind of			GHl *C-muːɦ	
2137	種	seed	*fʰən	*Civən		tsʰan¹
2138	種	to plant	*Cuhraː	*Curaː		kɯː¹
2139	重	heavy	*kʰɯn	*[k/x]ɯn		kʰɔːn¹
2140	粥	gruel	*tʰaːɦ	*taːɦ		tʰow¹
2141	粥	gruel	*C-nəmʔ	*C-nəmʔ		naːm¹
2142	妯娌	brother’s wife	*tʰəːŋʔ	*təːŋʔ		
2143	妯娌	brother’s wife	*ɗɯːŋ	*Cəʔdɯːŋ		[ʔuː¹]
2144	肘	elbow	*Ciɦuːŋɦ	*Ciɣuːŋɦ		tsʰua⁵
2145	咒罵	curse, swear	*ɦiːnʔ	*C-ɣiːnʔ		haː⁴
2146	皺紋	wrinkle	*C-ɲit	*C-ɲit		ɲet⁷
2147	豬	pig	*hməw	*məw		[pəj⁴]
2148	豬油	lard			GHl *fʰɯːŋ	
2149	竹排	bamboo raft	*ɓəj	*Cəʔbəj		[tɯa¹]
2150	竹箏	bamboo shoot	*C-nɯːŋ	*C-nɯːŋ		naːŋ¹
2151	竹子	bamboo (thin)	*C-laːw	*C-laːw		[təm¹ɓa¹]
2152	竹子	bamboo (big)	*ɾəːnɦ	*C-[d/ɖ]əːnɦ		
2153	竹子	bamboo (big)	*ɗom	*Cəʔdom		təm¹ɗum⁵
2154	竹子	bamboo (big and long)	*m-lɯːjɦ	*m-lɯːjɦ		təm¹luəj⁵
2155	主人	host	*ʋaːŋ	*C-baːŋ		vɯː⁴
2156	煮	to boil (potatoes)	*ɾəːŋɦ	*C-[d/ɖ]əːŋɦ		
2157	煮	to boil (potatoes)	*ɓuːʔ	*Cəʔbuːʔ		
2158	住	live at	*[ɾ/hr]jɯːk	*Ci[d/r]ɯːk		[liaw¹]
2159	住	live at			NECHl *tçoŋʔ	
2160	柱子	pillar	*Cuŋəwɦ	*Cuŋəwɦ		kɯan⁴
2161	柱子	pillar			CHl *hŋəːn	
2162	蛀	cavity	*tʰəmʔ	*təmʔ		[tsiːw⁴]
2163	蛀蟲	moth	*Cuɦuː	*Cuɣuː		haw⁴
2164	轉	turn			GHl *Ciʔəj	[han²]
2165	轉	turn			Run *Ciʔət	
2166	裝飾	decorate	*ɓiːnɦ	*Cəʔbiːnɦ		ɓiən⁵
2167	追趕	chase	*C-luːjʔ	*C-luːjʔ		[pʰeːk⁹]
2168	追趕	chase			GHl *Cuɦəːn	
2169	準備	prepare	*hrəp	*rəp		
2170	捉	catch	*hməːk	*məːk		[haːm¹]
2171	濁	turbid			GHl *C-nɯm	
2172	濁	turbid	*kunɦ	*Cəʔgunɦ		[huət⁸]
2173	自己	self			GHl *pʰaːʔ	[na¹]
2174	自己	self			GHl *tçɯːʔ	[lɔː⁵]
2175	鬃毛	mane			GHl *C-ŋiːnɦ	[hɔːŋ⁴ŋaj¹]
2176	鬃毛	mane			CHl *C-ŋaːk	
2177	粽子	rice dumpling	*hɲiːt	*ɲiːt		
2178	走	go	*fʰiː	*fiː		paj¹
2179	走	go	*tçaːmɦ	*Cəʔɟaːmɦ		
2180	祖父	grandfather	*pʰuːʔ	*puːʔ		pəːw⁴
2181	祖母	grandmother	*tçɯːʔ	*Cəʔɟɯːʔ		tsəː²
2182	祖宗	ancestor	*pʰut	*put		
2183	祖宗	ancestor	*pʰuːʔ	*puːʔ		pəːw⁴tuən⁴
2184	詛咒	curse	*tʰən	*tən		[ŋam⁵]
2185	鑽	to drill	*sʰəw	*səw		[hɔk⁸]
2186	鑽子	drill (n.)	*sʰəw	*səw		
2187	鑽子	drill (n.)			Run *hŋuːt	
2188	嘴巴	mouth	*hməmʔ	*məmʔ		muəŋ⁴
2189	嘴巴	mouth			NCHl *hmomʔ	
2190	嘴唇	lips (upper)	*sʰunʔ	*sunʔ		naː¹tsʰuŋ¹
2191	嘴唇	lips (lower)			CHl *[ʈʂ/tç]həːj	
2192	罪	crime	*C-maːʔ	*C-maːʔ		[tuj⁵]
2193	醉	drunk	*hmuj	*muj		puəj⁴
2194	昨天	yesterday	*pʰənʔ	*pənʔ		pʰɔːn¹
2195	左	left	*pʰəjʔ	*pəjʔ		haj²
2196	左	left			Run *fʰ[a]ːŋ	
2197	左	left	*hwiːŋ	*wiːŋ		
2198	左	left			NCHl *Cuʔəj	
2199	左	left			Qi *Cuɾaːw	[huəj⁴]
2200	坐	sit			GHl *tçoŋʔ	tsiəŋ
2201	做	do	*ʋuːk	*C-buːk		[leŋ¹]
2202	做	do			Qi *ʋuk	
2203	做	do			Run *C-liːɦ	
